tract_id,ward,partial,blocks,housing,housing_percent,pop,pop_percent
17031420600,20,0,31,1150,1,2219,1
17031420700,20,0,77,1766,1,3261,1
17031420800,20,1,28,713,0.659,1523,0.688
17031420800,5,1,8,369,0.341,690,0.312
17031421200,20,1,28,752,0.986,1361,0.986
17031421200,6,1,3,11,0.014,19,0.014
17031430101,5,0,32,2044,1,3689,1
17031430102,5,0,18,1985,1,2963,1
17031430200,5,0,45,2634,1,4680,1
17031430300,5,0,47,1254,1,2336,1
17031430400,5,1,2,1,0.001,0,0
17031430400,7,1,15,259,0.178,454,0.157
17031430400,8,1,49,1193,0.821,2438,0.843
17031430500,5,1,10,927,0.415,1364,0.378
17031430500,7,1,27,1307,0.585,2240,0.622
17031430600,5,1,28,762,0.872,1495,0.898
17031430600,7,1,2,112,0.128,170,0.102
17031430700,7,0,16,1335,1,2210,1
17031430800,5,1,4,52,0.059,117,0.066
17031430800,7,1,33,714,0.811,1440,0.817
17031430800,8,1,3,114,0.13,206,0.117
17031430900,5,1,1,23,0.028,42,0.023
17031430900,7,1,10,250,0.299,545,0.3
17031430900,8,1,26,562,0.673,1227,0.676
17031431200,7,1,35,637,0.498,1511,0.491
17031431200,8,1,39,642,0.502,1567,0.509
17031431301,7,0,42,1871,1,3545,1
17031431302,7,0,45,2298,1,4166,1
17031431400,7,0,35,4026,1,6418,1
17031440101,8,0,39,2424,1,3746,1
17031440102,8,0,48,1987,1,3127,1
17031440201,6,1,56,2639,0.915,4633,0.916
17031440201,8,1,4,246,0.085,427,0.084
17031440202,6,1,54,1677,0.952,2852,0.951
17031440202,8,1,2,85,0.048,147,0.049
17031440300,6,0,108,2320,1,4757,1
17031440600,6,1,1,0,0,0,0
17031440600,9,1,64,852,1,2080,1
17031440700,6,1,9,161,0.239,396,0.256
17031440700,8,1,11,170,0.253,350,0.227
17031440700,9,1,16,342,0.508,799,0.517
17031440800,8,0,39,850,1,1800,1
17031440900,6,1,3,88,0.074,177,0.068
17031440900,8,1,26,481,0.403,1000,0.383
17031440900,9,1,47,626,0.524,1433,0.549
17031450300,7,1,1,0,0,0,0
17031450300,8,1,143,1577,1,3615,1
17031460100,10,1,13,0,0,0,0
17031460100,7,1,71,1702,1,3405,1
17031460200,10,1,43,1114,0.974,2332,0.978
17031460200,7,1,6,30,0.026,53,0.022
17031460301,10,1,27,643,0.464,1610,0.473
17031460301,7,1,26,742,0.536,1794,0.527
17031460302,10,1,3,49,0.029,120,0.032
17031460302,7,1,74,1626,0.971,3683,0.968
17031460400,7,0,64,1677,1,3705,1
17031460500,7,1,41,601,0.225,1338,0.231
17031460500,8,1,114,2066,0.775,4451,0.769
17031460600,7,0,22,464,1,1183,1
17031460700,10,0,32,1300,1,3314,1
17031461000,10,1,54,610,0.667,1148,0.767
17031461000,7,1,2,305,0.333,348,0.233
17031470100,8,0,98,1247,1,2916,1
17031480100,7,1,3,0,0,0,0
17031480100,8,1,72,937,1,2033,1
17031480200,8,0,35,621,1,1229,1
17031480300,8,0,46,645,1,1468,1
17031480400,7,1,95,1177,0.474,2888,0.491
17031480400,8,1,106,1305,0.526,2988,0.509
17031480500,10,1,43,159,0.129,434,0.135
17031480500,7,1,129,1071,0.871,2772,0.865
17031490300,9,0,57,956,1,2033,1
17031490400,9,0,33,454,1,1059,1
17031490500,9,0,68,828,1,2242,1
17031490600,21,1,70,599,0.974,1515,0.97
17031490600,9,1,4,16,0.026,47,0.03
17031490700,9,0,72,1077,1,3085,1
17031490800,9,0,130,1611,1,4007,1
17031490901,9,0,84,1798,1,3891,1
17031490902,9,0,152,2120,1,5086,1
17031491000,34,0,146,1950,1,5247,1
17031491100,34,0,146,1602,1,4514,1
17031491200,34,0,72,834,1,2444,1
17031491300,34,0,74,1036,1,2886,1
17031491400,9,0,80,1506,1,2931,1
17031500100,10,1,1,0,0,0,0
17031500100,8,1,118,1517,1,3644,1
17031500200,10,1,3,0,0,0,0
17031500200,9,1,48,931,1,2015,1
17031500300,9,0,53,937,1,1666,1
17031510100,10,0,135,1183,1,3530,1
17031510200,10,1,38,640,0.56,1662,0.557
17031510200,7,1,34,502,0.44,1324,0.443
17031510300,10,1,14,197,0.093,518,0.097
17031510300,7,1,109,1930,0.907,4841,0.903
17031510300,8,1,6,0,0,1,0
17031520100,10,0,94,672,1,2075,1
17031520200,10,0,76,1339,1,3817,1
17031520300,10,0,101,1902,1,6215,1
17031520400,10,0,73,1380,1,4090,1
17031520500,10,0,105,1530,1,4301,1
17031520600,10,0,67,826,1,2544,1
17031530100,9,0,74,958,1,2371,1
17031530200,34,0,218,2015,1,5152,1
17031530300,34,0,112,1631,1,4273,1
17031530400,34,0,86,784,1,2223,1
17031530501,34,1,90,1350,0.659,3550,0.657
17031530501,9,1,45,698,0.341,1852,0.343
17031530502,34,1,4,59,0.102,177,0.106
17031530502,9,1,43,519,0.898,1490,0.894
17031530503,34,1,105,1134,0.582,3057,0.572
17031530503,9,1,75,814,0.418,2288,0.428
17031530600,9,0,109,1304,1,3207,1
17031540101,9,0,78,1506,1,3373,1
17031540102,9,0,93,1257,1,3109,1
17031550100,10,0,250,2755,1,6628,1
17031550200,10,1,196,1107,1,2798,1
17031550200,9,1,2,0,0,0,0
17031560100,22,0,51,354,1,1473,1
17031560200,22,0,55,1155,1,1721,1
17031560300,22,0,66,949,1,3187,1
17031560400,14,0,35,434,1,1516,1
17031560700,14,1,39,651,0.509,1870,0.537
17031560700,23,1,41,627,0.491,1614,0.463
17031560800,14,1,82,1261,0.58,3387,0.626
17031560800,23,1,59,915,0.42,2024,0.374
17031560900,14,1,23,397,0.204,1048,0.206
17031560900,23,1,99,1549,0.796,4045,0.794
17031561000,13,1,51,1025,0.485,2658,0.515
17031561000,23,1,72,1090,0.515,2503,0.485
17031561100,13,1,73,1021,0.514,2772,0.513
17031561100,23,1,75,965,0.486,2635,0.487
17031570100,14,0,36,427,1,1257,1
17031570200,14,0,55,621,1,1943,1
17031570300,14,0,93,1858,1,6116,1
17031570400,14,0,35,570,1,1615,1
17031570500,14,1,9,6,0.008,14,0.006
17031570500,23,1,39,768,0.992,2448,0.994
17031580100,12,0,69,951,1,2989,1
17031580200,12,0,72,1013,1,3515,1
17031580300,12,0,31,740,1,2426,1
17031580400,14,0,78,1569,1,4795,1
17031580501,12,1,53,1306,0.783,4018,0.793
17031580501,15,1,14,361,0.217,1049,0.207
17031580502,14,1,4,135,0.083,494,0.092
17031580502,15,1,58,1487,0.917,4855,0.908
17031580600,12,1,28,712,0.418,2257,0.408
17031580600,15,1,31,993,0.582,3274,0.592
17031580700,12,1,22,884,0.48,2879,0.469
17031580700,15,1,33,958,0.52,3258,0.531
17031580800,15,0,16,592,1,2061,1
17031590500,12,0,42,677,1,1672,1
17031590600,12,0,41,1293,1,3564,1
17031590700,11,1,7,0,0,0,0
17031590700,12,1,44,1070,1,3100,1
17031600400,11,0,37,1618,1,3891,1
17031600600,11,0,50,1115,1,2738,1
17031600700,11,0,60,1128,1,2545,1
17031600900,11,0,58,1690,1,3699,1
17031610300,12,1,35,198,0.104,383,0.068
17031610300,15,1,50,1704,0.896,5275,0.932
17031610400,15,0,21,733,1,2213,1
17031610800,11,0,37,618,1,1393,1
17031611000,20,0,43,405,1,1098,1
17031611100,20,0,43,994,1,2922,1
17031611200,20,0,41,915,1,2824,1
17031611300,15,1,12,392,0.347,1173,0.33
17031611300,20,1,27,738,0.653,2383,0.67
17031611400,15,1,30,1201,1,4105,1
17031611400,20,1,2,0,0,0,0
17031611500,15,0,45,1125,1,3567,1
17031611600,16,0,41,585,1,1609,1
17031611700,16,0,40,759,1,1990,1
17031611800,16,0,38,874,1,2139,1
17031611900,16,1,15,267,0.31,648,0.317
17031611900,20,1,48,594,0.69,1397,0.683
17031612000,20,0,37,677,1,1545,1
17031612100,20,0,47,620,1,1470,1
17031620100,14,1,9,94,0.08,299,0.07
17031620100,23,1,76,1086,0.92,3990,0.93
17031620200,23,0,47,768,1,2223,1
17031620300,13,0,114,2006,1,6399,1
17031620400,13,1,16,303,0.23,1165,0.224
17031620400,23,1,48,1015,0.77,4033,0.776
17031630100,15,1,20,247,0.684,867,0.75
17031630100,16,1,10,114,0.316,289,0.25
17031630200,14,0,38,597,1,1931,1
17031630300,14,0,68,1377,1,5521,1
17031630400,14,0,79,1807,1,7083,1
17031630500,14,1,71,1631,0.991,6330,0.995
17031630500,15,1,3,14,0.009,34,0.005
17031630800,14,1,40,928,0.532,3645,0.513
17031630800,16,1,42,817,0.468,3462,0.487
17031630900,14,1,31,533,0.397,2142,0.399
17031630900,23,1,36,810,0.603,3221,0.601
17031640100,13,0,26,490,1,1211,1
17031640300,13,1,136,2346,0.968,6274,0.971
17031640300,23,1,5,77,0.032,189,0.029
17031640400,13,1,80,1092,0.865,2901,0.909
17031640400,23,1,15,171,0.135,289,0.091
17031640500,23,0,67,1558,1,3491,1
17031640600,13,1,61,1198,0.697,2937,0.751
17031640600,23,1,15,522,0.303,975,0.249
17031640700,13,0,69,1087,1,3156,1
17031640800,13,0,34,533,1,1716,1
17031650100,23,0,75,1293,1,4816,1
17031650200,13,1,59,1331,0.608,4428,0.605
17031650200,23,1,53,857,0.392,2892,0.395
17031650301,13,1,77,1467,0.933,5463,0.957
17031650301,23,1,9,105,0.067,248,0.043
17031650302,13,1,45,561,0.508,2298,0.529
17031650302,23,1,33,544,0.492,2046,0.471
17031650400,13,0,105,1687,1,6743,1
17031650500,13,1,71,1068,0.704,3597,0.814
17031650500,18,1,27,449,0.296,824,0.186
17031660301,16,0,24,641,1,1785,1
17031660302,16,0,56,1572,1,5527,1
17031660400,23,0,64,1514,1,5960,1
17031660500,13,1,1,0,0,0,0
17031660500,17,1,15,494,0.345,1457,0.263
17031660500,23,1,55,938,0.655,4077,0.737
17031660600,16,1,28,736,0.314,1852,0.292
17031660600,17,1,50,1607,0.686,4481,0.708
17031660700,16,1,38,491,0.677,1725,0.729
17031660700,17,1,15,234,0.323,641,0.271
17031660800,16,1,15,369,0.171,829,0.141
17031660800,17,1,59,1785,0.829,5036,0.859
17031660900,17,0,93,1794,1,4232,1
17031661000,17,1,19,242,0.113,703,0.123
17031661000,18,1,104,1893,0.887,5003,0.877
17031661100,13,1,1,0,0,0,0
17031661100,17,1,47,793,0.411,3262,0.499
17031661100,18,1,57,1135,0.589,3280,0.501
17031670100,16,1,42,615,1,1516,1
17031670100,20,1,2,0,0,0,0
17031670200,16,1,41,581,1,1380,1
17031670200,20,1,1,0,0,0,0
17031670300,15,1,17,337,0.531,781,0.554
17031670300,16,1,17,298,0.469,630,0.446
17031670400,15,1,42,695,1,1956,1
17031670400,16,1,2,0,0,0,0
17031670500,15,1,42,348,0.773,1056,0.799
17031670500,16,1,15,102,0.227,265,0.201
17031670600,15,1,32,445,0.805,1325,0.803
17031670600,16,1,7,108,0.195,325,0.197
17031670700,15,1,36,516,0.956,1447,0.97
17031670700,16,1,6,24,0.044,44,0.03
17031670800,16,0,49,710,1,1635,1
17031670900,16,0,39,648,1,1351,1
17031671100,16,0,27,478,1,1259,1
17031671200,15,1,25,478,0.978,1221,0.975
17031671200,16,1,3,11,0.022,31,0.025
17031671300,15,1,36,635,0.673,1899,0.706
17031671300,16,1,12,172,0.182,401,0.149
17031671300,17,1,12,137,0.145,388,0.144
17031671400,16,0,51,632,1,2072,1
17031671500,15,1,8,200,0.165,523,0.162
17031671500,16,1,11,102,0.084,210,0.065
17031671500,17,1,69,913,0.751,2488,0.772
17031671600,16,1,37,571,0.56,1394,0.559
17031671600,17,1,19,386,0.378,900,0.361
17031671600,6,1,5,63,0.062,201,0.081
17031671800,17,1,16,231,0.461,612,0.43
17031671800,6,1,19,270,0.539,810,0.57
17031671900,17,1,41,406,0.929,1279,0.928
17031671900,6,1,2,31,0.071,99,0.072
17031672000,17,0,76,1251,1,3735,1
17031680500,16,1,44,650,0.997,1481,1
17031680500,20,1,2,2,0.003,0,0
17031680600,16,0,47,697,1,1431,1
17031680900,16,1,4,0,0,0,0
17031680900,20,1,80,1823,0.837,3137,0.781
17031680900,6,1,27,356,0.163,882,0.219
17031681000,16,1,42,934,0.583,2057,0.588
17031681000,20,1,6,55,0.034,108,0.031
17031681000,6,1,27,614,0.383,1333,0.381
17031681100,16,1,15,244,0.148,570,0.162
17031681100,6,1,58,1406,0.852,2947,0.838
17031681200,6,0,61,1309,1,2716,1
17031681300,17,1,2,0,0,0,0
17031681300,6,1,51,1361,1,2936,1
17031681400,17,1,26,505,0.39,1318,0.406
17031681400,6,1,42,791,0.61,1929,0.594
17031690300,6,0,53,897,1,2191,1
17031690400,20,1,14,195,0.106,421,0.122
17031690400,6,1,61,1642,0.894,3043,0.878
17031690500,20,1,6,53,0.11,59,0.067
17031690500,6,1,24,427,0.89,818,0.933
17031690900,5,1,3,13,0.006,0,0
17031690900,6,1,70,2263,0.994,4520,1
17031691000,6,0,49,1325,1,2492,1
17031691100,6,0,78,1542,1,3266,1
17031691200,17,1,35,618,0.488,1314,0.462
17031691200,6,1,43,648,0.512,1533,0.538
17031691300,6,0,55,1161,1,2448,1
17031691400,6,0,77,1705,1,3611,1
17031691500,5,1,4,4,0.004,1,0.001
17031691500,8,1,58,945,0.996,1929,0.999
17031700100,18,0,116,1074,1,3427,1
17031700200,13,1,3,1,0.001,4,0.001
17031700200,18,1,66,1831,0.999,6605,0.999
17031700301,18,0,47,1685,1,5728,1
17031700302,18,0,134,1784,1,5319,1
17031700401,18,0,166,1876,1,5923,1
17031700402,18,0,94,1260,1,3914,1
17031700501,18,0,207,2479,1,7125,1
17031700502,18,0,62,1070,1,3036,1
17031710100,17,1,10,269,0.414,401,0.315
17031710100,6,1,15,381,0.586,874,0.685
17031710200,17,0,68,2264,1,5049,1
17031710300,17,0,30,612,1,1414,1
17031710400,17,1,78,1659,0.761,4209,0.745
17031710400,18,1,28,521,0.239,1442,0.255
17031710500,17,1,36,944,0.497,2155,0.523
17031710500,18,1,11,140,0.074,334,0.081
17031710500,21,1,18,817,0.43,1634,0.396
17031710600,17,1,4,54,0.066,96,0.052
17031710600,21,1,23,766,0.934,1742,0.948
17031710700,17,1,15,255,0.165,433,0.121
17031710700,21,1,40,1293,0.835,3150,0.879
17031710800,17,1,46,1035,0.44,2337,0.438
17031710800,21,1,45,1315,0.56,3001,0.562
17031710900,17,1,11,103,0.119,214,0.097
17031710900,21,1,64,763,0.881,1984,0.903
17031711000,21,0,71,1414,1,3475,1
17031711100,21,0,67,1123,1,2835,1
17031711200,17,1,15,209,0.1,610,0.119
17031711200,18,1,34,424,0.202,1032,0.201
17031711200,21,1,91,1462,0.698,3503,0.681
17031711300,21,0,47,644,1,1626,1
17031711400,21,0,85,958,1,2654,1
17031711500,21,0,83,926,1,2539,1
17031720100,19,0,78,1237,1,3300,1
17031720200,19,1,66,1505,0.92,3664,0.912
17031720200,34,1,7,131,0.08,352,0.088
17031720300,19,0,101,1354,1,3723,1
17031720400,19,0,50,732,1,1924,1
17031720500,19,0,74,809,1,2166,1
17031720600,19,0,60,645,1,1756,1
17031720700,19,1,47,1496,0.996,3138,0.997
17031720700,34,1,1,6,0.004,11,0.003
17031730100,21,0,64,952,1,2424,1
17031730201,21,0,118,2642,1,5941,1
17031730202,21,0,94,1111,1,3115,1
17031730300,21,0,34,465,1,1166,1
17031730400,21,1,60,1083,0.795,2854,0.812
17031730400,34,1,46,280,0.205,660,0.188
17031730500,21,1,57,649,0.39,1619,0.369
17031730500,34,1,49,498,0.299,1314,0.299
17031730500,9,1,64,517,0.311,1455,0.332
17031730600,34,0,114,1355,1,3614,1
17031730700,34,0,71,813,1,2331,1
17031740100,19,0,91,1277,1,3048,1
17031740200,19,0,70,2287,1,6547,1
17031740300,19,0,104,1834,1,4713,1
17031740400,19,0,78,1976,1,4785,1
17031750100,19,1,7,101,0.063,180,0.043
17031750100,34,1,101,1491,0.937,3967,0.957
17031750200,19,1,58,1358,0.994,3210,0.995
17031750200,34,1,3,8,0.006,17,0.005
17031750300,19,0,65,993,1,2530,1
17031750400,19,0,99,1217,1,3009,1
17031750500,19,1,65,1573,0.677,3807,0.641
17031750500,34,1,61,750,0.323,2129,0.359
17031750600,34,0,141,1458,1,3681,1
17031760801,41,0,34,2349,1,4047,1
17031760802,38,1,50,1206,1,2276,1
17031760802,41,1,2,0,0,0,0
17031760803,41,0,30,2989,1,6236,1
17031770500,41,1,2,0,0,0,0
17031770602,41,1,10,0,0,0,0
17031770700,41,1,23,0,0,0,0
17031770800,41,1,2,0,0,0,0
17031770902,41,1,2,132,0.081,196,0.056
17031810400,41,1,15,149,0.072,281,0.053
17031821402,34,1,7,6,0.004,11,0.003
17031823304,19,1,2,9,0.003,14,0.002
17031830500,12,1,2,0,0,0,0
17031830500,14,1,11,0,0,0,0
17031830500,22,1,91,1268,1,4660,1
17031830600,40,1,28,815,0.367,1704,0.34
17031830600,49,1,34,1404,0.633,3301,0.66
17031830600,50,1,2,0,0,0,0
17031830700,46,0,31,1847,1,4247,1
17031830800,47,0,27,1470,1,2391,1
17031830900,1,1,28,166,0.121,365,0.127
17031830900,32,1,62,1203,0.879,2512,0.873
17031831000,2,1,5,78,0.067,121,0.057
17031831000,32,1,45,1081,0.933,2017,0.943
17031831100,30,1,80,2476,0.835,6099,0.818
17031831100,35,1,25,488,0.165,1354,0.182
17031831200,26,1,10,293,0.189,850,0.169
17031831200,35,1,44,1124,0.726,3720,0.741
17031831200,36,1,9,131,0.085,451,0.09
17031831300,36,1,2,0,0,0,0
17031831300,37,1,40,396,1,1280,1
17031831400,24,1,25,97,0.085,256,0.086
17031831400,29,1,83,1046,0.915,2708,0.914
17031831500,29,1,1,54,0.04,97,0.024
17031831500,36,1,64,1288,0.96,3982,0.976
17031831600,29,1,44,989,0.372,2304,0.317
17031831600,36,1,77,1670,0.628,4966,0.683
17031831700,30,1,22,530,0.679,1451,0.699
17031831700,39,1,1,0,0,0,0
17031831700,45,1,35,251,0.321,624,0.301
17031831800,33,1,6,110,0.046,184,0.029
17031831800,39,1,85,2266,0.952,6121,0.968
17031831800,40,1,2,5,0.002,17,0.003
17031831900,44,1,20,776,0.507,1443,0.531
17031831900,47,1,25,754,0.493,1274,0.469
17031832000,44,0,21,1008,1,1798,1
17031832100,46,0,31,2030,1,3297,1
17031832200,32,0,81,1626,1,2940,1
17031832300,2,1,9,0,0,0,0
17031832300,32,1,79,969,1,1870,1
17031832400,1,0,38,1394,1,3181,1
17031832500,2,1,64,1252,0.822,2588,0.718
17031832500,32,1,8,13,0.009,30,0.008
17031832500,43,1,9,259,0.17,988,0.274
17031832600,2,1,18,194,0.097,333,0.089
17031832600,43,1,40,1813,0.903,3394,0.911
17031832900,28,0,47,1239,1,2212,1
17031833000,25,1,12,552,0.321,865,0.313
17031833000,27,1,179,1167,0.679,1903,0.688
17031833100,25,1,43,2119,0.503,3436,0.498
17031833100,27,1,31,977,0.232,1406,0.204
17031833100,28,1,16,1117,0.265,2053,0.298
17031833300,11,1,1,102,0.089,248,0.109
17031833300,25,1,38,1038,0.911,2030,0.891
17031833900,10,1,54,1067,0.999,2712,0.999
17031833900,7,1,1,1,0.001,2,0.001
17031834000,21,0,74,1488,1,3632,1
17031834200,5,1,26,278,0.112,556,0.112
17031834200,8,1,86,2203,0.888,4388,0.888
17031834300,5,1,10,0,0,0,0
17031834300,8,1,161,2718,1,6570,1
17031834400,20,1,30,1134,0.601,2355,0.624
17031834400,5,1,16,752,0.399,1417,0.376
17031834500,20,1,27,588,0.85,1230,0.834
17031834500,3,1,8,104,0.15,245,0.166
17031834600,20,1,148,1314,0.81,2991,0.792
17031834600,3,1,26,308,0.19,787,0.208
17031834700,16,1,30,481,0.435,1035,0.498
17031834700,20,1,49,624,0.565,1043,0.502
17031834800,16,1,56,921,0.882,1644,0.842
17031834800,20,1,8,123,0.118,309,0.158
17031834900,16,1,14,276,0.268,551,0.243
17031834900,17,1,19,482,0.469,1001,0.441
17031834900,6,1,15,270,0.263,720,0.317
17031835000,16,0,88,2229,1,5778,1
17031835100,15,1,45,634,0.438,2330,0.434
17031835100,16,1,50,814,0.562,3039,0.566
17031835200,14,1,49,707,0.992,2051,0.996
17031835200,23,1,14,6,0.008,9,0.004
17031835500,11,1,1,0,0,0,0
17031835500,3,1,105,983,1,1677,1
17031835600,3,0,67,550,1,1199,1
17031835700,3,0,7,108,1,0,0
17031835800,3,0,27,824,1,1576,1
17031835900,3,0,61,1755,1,3271,1
17031836000,3,1,40,693,0.633,1429,0.656
17031836000,4,1,22,401,0.367,748,0.344
17031836100,3,1,19,830,1,1761,1
17031836100,4,1,3,0,0,0,0
17031836200,5,0,28,297,1,1529,1
17031836300,4,1,2,126,0.176,262,0.203
17031836300,5,1,11,589,0.824,1026,0.797
17031836400,4,0,68,1658,1,2979,1
17031836500,4,0,33,657,1,1496,1
17031836600,26,1,31,786,0.66,1819,0.607
17031836600,27,1,35,405,0.34,1178,0.393
17031836700,26,1,3,1,0.001,2,0.001
17031836700,27,1,74,957,0.999,2395,0.999
17031836700,28,1,10,0,0,0,0
17031836800,28,0,42,1262,1,2661,1
17031836900,27,1,6,233,0.389,558,0.387
17031836900,28,1,9,366,0.611,884,0.613
17031837000,27,0,55,944,1,2085,1
17031837100,27,0,62,948,1,1819,1
17031837300,24,1,30,689,0.771,1972,0.794
17031837300,28,1,10,205,0.229,511,0.206
17031837400,27,1,27,571,0.673,1369,0.601
17031837400,28,1,40,277,0.327,910,0.399
17031837800,27,0,75,1175,1,2796,1
17031838000,27,1,62,1272,0.909,2305,0.9
17031838000,28,1,8,127,0.091,256,0.1
17031838100,27,1,72,840,0.606,1006,0.587
17031838100,28,1,4,547,0.394,707,0.413
17031838200,27,1,59,20,0.04,576,0.365
17031838200,28,1,28,480,0.96,1002,0.635
17031838300,27,0,32,839,1,1631,1
17031838600,24,1,6,261,0.403,433,0.271
17031838600,28,1,23,386,0.597,1165,0.729
17031838700,24,0,87,1918,1,4484,1
17031838800,10,1,224,618,0.493,1687,0.522
17031838800,7,1,24,635,0.507,1546,0.478
17031839000,25,1,5,1115,0.228,1505,0.206
17031839000,4,1,24,3776,0.772,5806,0.794
17031839100,25,1,27,689,0.214,347,0.08
17031839100,4,1,24,868,0.27,1664,0.383
17031839100,42,1,118,1658,0.516,2339,0.538
17031839200,3,1,24,457,0.277,660,0.259
17031839200,4,1,13,1194,0.723,1885,0.741
17031839500,3,1,5,594,0.633,881,0.57
17031839500,4,1,12,344,0.367,664,0.43
17031839600,3,1,26,810,0.812,1625,0.832
17031839600,4,1,5,187,0.188,327,0.168
17031839700,11,0,60,2023,1,4326,1
17031839800,11,0,30,1229,1,2730,1
17031839900,11,0,94,1872,1,4080,1
17031840000,11,0,47,1060,1,2695,1
17031840100,11,0,42,1124,1,2935,1
17031840200,11,0,61,890,1,2338,1
17031840300,12,1,51,793,0.606,2255,0.571
17031840300,25,1,38,516,0.394,1695,0.429
17031840400,12,1,82,1220,1,3326,1
17031840400,25,1,12,0,0,0,0
17031840700,12,1,36,1114,0.795,3353,0.789
17031840700,24,1,10,287,0.205,896,0.211
17031840700,28,1,1,0,0,0,0
17031840800,12,1,13,354,0.349,1250,0.336
17031840800,22,1,20,660,0.651,2466,0.664
17031841000,3,1,46,478,0.637,480,0.565
17031841000,4,1,37,272,0.363,369,0.435
17031841100,11,1,39,484,0.167,1393,0.192
17031841100,25,1,93,2414,0.833,5861,0.808
17031841100,3,1,3,0,0,0,0
17031841200,25,1,52,1900,0.994,5245,0.997
17031841200,28,1,13,11,0.006,17,0.003
17031841300,25,1,111,1752,1,4463,1
17031841300,28,1,1,0,0,0,0
17031841400,24,0,31,611,1,1559,1
17031841500,24,0,64,1230,1,2962,1
17031841600,24,0,26,388,1,1166,1
17031841700,24,0,26,866,1,1442,1
17031841800,5,1,69,987,0.832,2085,0.832
17031841800,8,1,18,200,0.168,420,0.168
17031841900,11,1,84,933,0.537,3617,0.743
17031841900,25,1,101,803,0.463,1248,0.257
17031842000,3,1,26,286,0.757,2579,0.94
17031842000,4,1,5,92,0.243,165,0.06
17031842100,28,1,12,0,0,0,0
17031842100,37,1,99,2373,1,6731,1
17031842200,2,1,9,213,0.125,207,0.08
17031842200,27,1,73,1497,0.875,2396,0.92
17031842300,2,1,43,164,0.096,318,0.098
17031842300,27,1,102,1081,0.635,2135,0.658
17031842300,32,1,16,139,0.082,246,0.076
17031842300,42,1,6,319,0.187,545,0.168
17031842400,17,1,69,907,0.632,2081,0.63
17031842400,21,1,81,527,0.368,1223,0.37
17031842400,6,1,9,0,0,0,0
17031842500,20,1,57,819,0.918,2313,0.944
17031842500,6,1,2,73,0.082,138,0.056
17031842600,11,1,138,1282,0.77,3114,0.753
17031842600,15,1,15,272,0.163,708,0.171
17031842600,20,1,12,82,0.049,245,0.059
17031842600,3,1,2,30,0.018,66,0.016
17031842800,14,1,36,334,0.142,974,0.13
17031842800,15,1,62,2025,0.858,6524,0.87
17031842900,25,1,27,768,0.636,1756,0.75
17031842900,28,1,132,440,0.364,585,0.25
17031843000,24,0,85,1148,1,2378,1
17031843100,12,1,2,1,0.001,1,0.001
17031843100,24,1,52,733,0.999,1891,0.999
17031843200,11,1,16,29,0.03,43,0.015
17031843200,25,1,104,929,0.97,2737,0.985
17031843300,28,0,50,429,1,1228,1
17031843400,22,0,45,616,1,1451,1
17031843500,12,1,46,329,1,1199,0.106
17031843500,24,1,5,0,0,10110,0.894
17031843600,4,0,45,1409,1,2807,1
17031843700,32,1,29,527,0.528,1071,0.506
17031843700,33,1,7,70,0.07,127,0.06
17031843700,47,1,26,402,0.402,919,0.434
17031843800,11,1,34,361,0.411,880,0.417
17031843800,20,1,38,383,0.436,782,0.371
17031843800,3,1,20,135,0.154,448,0.212
17031843900,20,1,11,76,0.033,111,0.031
17031843900,5,1,46,2201,0.967,3422,0.969
17031980000,41,1,78,0,0,0,0
17031980100,13,1,8,0,0,0,0
17031980100,23,1,3,0,0,0,0
